Comente,texto_final,sentimento_bert
@izagagliardi do meu marido tbm já tem 6 dias q bloquearam e essa m#rd@ de instituição financeira não resolve,izagagliardi meu marido tbm tem dias bloquearam essa mrd instituição financeira não resolve,Neutral
"ELES SIMPLESMENTE ROUBARAM O DINHEIRO DELA! TÁ ACONTECENDO COMIGO TAMBÉM. TEM UM RAPAZ QUE TEM 30 MIL BLOQUEADO ATÉ HOJE NÃO CONSEGUIU CONTATO. ACHO QUE TEM 14 DIAS JÁ.

DENUNCIA PRO BANCO CENTRAL.",eles simplesmente roubaram dinheiro dela acontecendo comigo também tem rapaz que tem mil bloqueado até hoje não conseguiu contato acho que tem dias já denuncia pro banco central,Neutral
@nubank solicitei outro cartao e a MESMA coisa aconteceu! O que é isso??,nubank solicitei outro cartao mesma coisa aconteceu que isso,Neutral
"@nubank ja entrei e a unica coisa que dizem é que vao mandar de novo outro! Agora coloquei pra só eu receber e mostrando o documento, quero ver!",nubank entrei unica coisa que dizem que vao mandar novo outro agora coloquei pra receber mostrando documento quero ver,Neutral
"@thayscontii_ Ocorreu a mesma coisa comigo,vamos por na justiça e mais com isso esses desmoralizam os bancos virtuais.",thayscontii  ocorreu mesma coisa comigovamos por justiça mais com isso esses desmoralizam bancos virtuais,Neutral
Quero o meu dinheiro.,quero meu dinheiro,Neutral
Quero o meu dinheiro,quero meu dinheiro,Neutral
"Porxa Nu tenho portabilidade salarial, ( no caso, de outra instituição para o Nu) e processamento da folha de pagamento será no dia 03/03 e NÃO haverá processamento de TED nesse dia, retornando apenas dia 05😢 aí vcs quebraram minhas pernas. Só cabe ressaltar que segunda feira NÃO é feriado segunda feira. 😢😢😢",porxa tenho portabilidade salarial caso outra instituição para nu processamento folha pagamento será dia 0303 não haverá processamento ted nesse dia retornando apenas dia vcs quebraram minhas pernas cabe ressaltar que segunda feira não feriado segunda feira,Neutral
@nubank obrigado por cancelarem minha conta e nem explicaram por qual motivo!!!! CUIDADO CM A NUBANK,nubank obrigado por cancelarem minha conta nem explicaram por qual motivo cuidado nubank,Neutral
"@nubank o e-mail veio um dia antes do bloqueio e eu precisava ter sido informado pelo menos com 30 dias, usava e gostava muito da Nubank porém fiquei desepcionada,e eu já seguir a orientações do e-mail até agr não tive a conta reativada!",nubank email veio dia antes bloqueio precisava ter sido informado pelo menos com dias usava gostava muito nubank porém fiquei desepcionadae seguir orientações email até agr não tive conta reativada,Neutral
"@opollon perderam dois, pois também estou cancelando minha conta com esse banco, não indico para ninguém",opollon perderam dois pois também estou cancelando minha conta com esse banco não indico para ninguém,Neutral
"Vou cancelar a minha conta, e da minha esposa tbm...vendo aqui os comentários esse banco não vale nada mesmo",vou cancelar minha conta minha esposa tbmvendo aqui comentários esse banco não vale nada mesmo,Neutral
Cadê meu,cadê meu,Neutral
"@033_iordan_  eu depois de anos aumentaram e de um dia pro outro diminuíram o limite ,tiraram empréstimo,tiraram tudo, mesmo eu pagando tudo certinho adiantado e inclusive recebia meu pagamento lá, eles gostam é de caloteiro só pode. Resumindo é um banco que não pode confiar porque se eu tivesse uma emergência ou confiado no cartão pra uma viagem por exemplo tinha me deixado na mão,eu também estou caindo fora, vou pra um banco que me valorize de verdade",033 iordan  depois anos aumentaram dia pro outro diminuíram limite tiraram empréstimotiraram tudo mesmo pagando tudo certinho adiantado inclusive recebia meu pagamento lá eles gostam caloteiro pode resumindo banco que não pode confiar porque tivesse uma emergência confiado cartão pra uma viagem por exemplo tinha deixado mãoeu também estou caindo fora vou pra banco que valorize verdade,Neutral
TERCEIRA vez que somem com meu cartao. Mesmo comigo dizendo que só era pra ser entregue nas maos do titular e mostrando o documento com foto!,terceira vez que somem com meu cartao mesmo comigo dizendo que era pra ser entregue nas maos titular mostrando documento com foto,Neutral
Eu vendo os comentários 🤡 sendo que toda transferência que faço de um banco para o outro passa pela nubank 😢,vendo comentários sendo que toda transferência que faço banco para outro passa pela nubank,Neutral
❤️eu amo a nubank,amo nubank,Neutral
"@abiaasampaio transportadora terceirizada, não adianta nada falar com o banco ele só faz o cartão liga e pede o número da transportadora",abiaasampaio transportadora terceirizada não adianta nada falar com banco ele faz cartão liga pede número transportadora,Neutral
"Eles disseram que nao dados de terceiros. E eu contratei a empresa, não a transportadora. Eles q precisam resolver",eles disseram que nao dados terceiros contratei empresa não transportadora eles precisam resolver,Neutral
@abiaasampaio então não faz mais 😍👏,abiaasampaio então não faz mais,Neutral
"@thayscontii_ cancelaram a minha HOJE, meu dinheiro de alimentação, remedios e passagem da empresa!!! conseguiram resolver seu problema?",thayscontii  cancelaram minha hoje meu dinheiro alimentação remedios passagem empresa conseguiram resolver seu problema,Neutral
"@nubank me falaram que eram TRÊS DIAS no atendimento e agora são 10 dias úteis para me devolver? vão me reembolsar o valor com juros e correção? eu imagino que não, né.",nubank falaram que eram três dias atendimento agora são dias úteis para devolver vão reembolsar valor com juros correção imagino que não né,Neutral
@enfermeira.suzana tive a minha cancelada hoje,enfermeirasuzana tive minha cancelada hoje,Neutral
@kaline_emanuellle a minha veio na hora e bloquearam tudo,kaline emanuellle minha veio hora bloquearam tudo,Neutral
"@henrypro77 ,recebi meu pagamento e o @nubank me encaminhou um email avisando que tinha bloqueado o dinheiro por suspeita de fraude e em seguida outro email suspendendo definitivamente os serviços..Sendo que o dinheiro que caiu na minha conta foi meu salário",henrypro77 recebi meu pagamento nubank encaminhou email avisando que tinha bloqueado dinheiro por suspeita fraude seguida outro email suspendendo definitivamente serviçossendo que dinheiro que caiu minha conta foi meu salário,Neutral
@nubank vocês perderam uma cliente de anos!!,nubank vocês perderam uma cliente anos,Neutral
"@thayscontii_ eles sequestram o dinheiro da conta do cliente. O que me surpreende é o banco central não fazer nada. Mais reclama no bacen, que eles resolvem. Vou fazer isso se eles não me devolverem meus 170 reais rs. Quem tem de mil reais pra cima, dá uma pena. A qualquer hora esses moleques bancários bloqueam conta de gente que tem conta pra pagar.",thayscontii  eles sequestram dinheiro conta cliente que surpreende banco central não fazer nada mais reclama bacen que eles resolvem vou fazer isso eles não devolverem meus 170 reais rs quem tem mil reais pra cima uma pena qualquer hora esses moleques bancários bloqueam conta gente que tem conta pra pagar,Neutral
Conseguiu receber?,conseguiu receber,Neutral
O meu limite não sai do 50 reais,meu limite não sai reais,Neutral
Boa noite eu abrir essa conta pra uma pessoa vocês tem costume avisar pelo e-mail quando cartão é entregue,boa noite abrir essa conta pra uma pessoa vocês tem costume avisar pelo email quando cartão entregue,Neutral
"A espera de um milagre, aumentarem meu limite. Quando será?! Um absurdo essa merreca, comparando à minha renda. 😢🔥😂",espera milagre aumentarem meu limite quando será absurdo essa merreca comparando minha renda,Neutral
"Carnaval igual 🟰 EKA!!
Nubank igual 🟰 🙌🏽 OBA",carnaval igual eka nubank igual oba,Neutral
Limite n existe !!,limite existe,Neutral
💜,nan,Neutral
Como é que eu faço para mim ter esse cartão do Nube,como que faço para mim ter esse cartão nube,Neutral
@gabrielalves_cpmtb se serreeseeeddeerdereererrrrereezerR3eesesdrsrreeeseddeeeeee3eererrdr3SeeeeErrSErrdeeeeEdeddeseeeedeerrerrddeerreesreeeesererEeeeeeedseeeeeesseeesseereereeeeeedSeeEDedeeseesdeeseseeeereeeEre3eeeereerreeerereeerrrereerrrrerreeSeessdreeedeedss4$desse 3seedededdeedssssdssssdsssseezsseesssssseszedseeeesessseeeessszsezedszssssseessssseseessssssseeedessesedsseesdssssssssesssee#Sssdeessseessdseees3eeeeeeeeeêk,gabrielalves cpmtb serreeseeeddeerdereererrrrereezerr3eesesdrsrreeeseddeeeeee3eererrdr3seeeeerrserrdeeeeededdeseeeedeerrerrddeerreesreeeeserereeeeeeedseeeeeesseeesseereereeeeeedseeededeeseesdeeseseeeereeeere3eeeereerreeerereeerrrereerrrrerreeseessdreeedeedss4desse 3seedededdeedssssdssssdsssseezsseesssssseszedseeeesessseeeessszsezedszssssseessssseseessssssseeedessesedsseesdssssssssessseesssdeessseessdseees3eeeeeeeeeêk,Neutral
💜💜💜💜💜💜💜💜,nan,Neutral
"Poderíamos  ter um relacionamento de amor, mas como você pode liberar mais limite pro meu marido do que pra mim se eu te uso a anos. O marido não libera o cartão. Poderíamos rever meu limite né roxinho 💔",poderíamos ter relacionamento amor mas como você pode liberar mais limite pro meu marido que pra mim uso anos marido não libera cartão poderíamos rever meu limite roxinho,Neutral
O que significa sonhar c****** na roupa i***** o que significa sonhar c****** na roupa,que significa sonhar c roupa i que significa sonhar c roupa,Neutral
💜💜💜💜💜,nan,Neutral
Amo o meu 💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜,amo meu,Neutral
"@nubank paguei 1 empréstimo com apenas 1 dia de atraso,eu vou ter outra oferta de empréstimo mesmo com 1 dia de atraso já pago?posso passar meu CPF aqui e vocês analisar pra mim por favor?",nubank paguei empréstimo com apenas dia atrasoeu vou ter outra oferta empréstimo mesmo com dia atraso pagoposso passar meu cpf aqui vocês analisar pra mim por favor,Neutral
💜💜💜💜💜💜💜🤝🫶👏👏👏👏👏👏👏,nan,Neutral
Amo o meu 💜💜💜💜💜💜💜,amo meu,Neutral
Samba ok mas só dentro de casa mesmo...tumulto gente suada e badera eu dispenso.🤣🤣🤣,samba mas dentro casa mesmotumulto gente suada badera dispenso,Neutral
Esse eu super recomendo amo ❤️,esse super recomendo amo,Neutral
"FREVOOO, confete e serpentina 🎉",frevooo confete serpentina,Neutral
Eu fiz o meu não ganhei nenhum limite,fiz meu não ganhei nenhum limite,Neutral
💜💜💜,nan,Neutral
💜💯❣️,nan,Neutral
"Quero limite,o meu não dá pra nada kkk",quero limiteo meu não pra nada kkk,Neutral
🤎🤎🤎🤎🤎🤎😀😀,nan,Neutral
💜💜💜💜💜💜💜💜💜💜💜,nan,Neutral
"Salvação só em Jesus Cristo, o Filho amado de Deus que morreu por nós na cruz para que tivéssemos Salvação,devemos deixar agora todos os nossos pecados, como: idolatria, fornicação, adultério e tantos outros, (Gálatas 5:19-21) - (I Corintios 6:9-10) - (Apocalípse 21:8), e aceitar a Jesus Cristo, como nosso Único Senhor e Salvador, hoje, pois amanhã pode ser muito tarde! Jesus Cristo te abençoe!",salvação jesus cristo filho amado deus que morreu por nós cruz para que tivéssemos salvaçãodevemos deixar agora todos nossos pecados como idolatria fornicação adultério tantos outros gálatas 51921 corintios 6910 apocalípse 218 aceitar jesus cristo como nosso único senhor salvador hoje pois amanhã pode ser muito tarde jesus cristo abençoe,Neutral
Amém,amém,Neutral
Legal 💜💜,legal,Neutral
Nao consigo fazer transferências via pix,nao consigo fazer transferências via pix,Neutral
"@nubank tô com meu dinheiro preso desde ontem, não envia pra nenhum lugar",nubank com meu dinheiro preso desde ontem não envia pra nenhum lugar,Neutral
"@nubank meu Pix só tá servindo pra receber... Na hora de fazer alguma transferência da erro desde ontem as 19:00... Justo agora que preciso pagar meu agiota... E ele não quer saber se erro de banco,  quer o dinheiro na conta dele",nubank meu pix servindo pra receber hora fazer alguma transferência erro desde ontem 1900 justo agora que preciso pagar meu agiota ele não quer saber erro banco quer dinheiro conta dele,Neutral
@d.e_forro_pvc resolvam meu problema,de forro pvc resolvam meu problema,Neutral
💜💜💜💜💜💜💜💜💜💜💜💜meu roxinho 💜💜💜💜💜💜💜,meu roxinho,Neutral
@samyschubert o meu tbm,samyschubert meu tbm,Neutral
💜💜💜💜,nan,Neutral
Adoro 😍,adoro,Positive
"Agora tem? Porque eu tinha uma conta que nunca havia  utilizado e eles conseguiram pedir um cartão de crédito no meu nome pra entregar em uma comunidade de MG, sendo que resido em SP. Só descobri pq o entregador tinha me avisado via imail que era a 2° tentativa de entrega mas não tinha ninguém no endereço.  Foi um "" kiprocó "" no atendimento telefônico pra eles resolverem. Só por Deus esse banco",agora tem porque tinha uma conta que nunca havia utilizado eles conseguiram pedir cartão crédito meu nome pra entregar uma comunidade mg sendo que resido sp descobri entregador tinha avisado via imail que era tentativa entrega mas não tinha ninguém endereço foi kiprocó atendimento telefônico pra eles resolverem por deus esse banco,Neutral
"O meu foi clonado( não tenho aproximação,  por opção)e, está havendo uma dúvida quanto à devolução dos valores gastos. Confesso que estou com medo de usar o que estão enviando e, pensando em fechar a conta.",meu foi clonado não tenho aproximação por opçãoe está havendo uma dúvida quanto devolução dos valores gastos confesso que estou com medo usar que estão enviando pensando fechar conta,Neutral
"Cuidado! Não é um banco confiável! Cancelaram a minha conta de uma hora pra outra sem nenhum aviso prévio ou justificativa e estou com o dinheiro retido na conta sem nem mesmo conseguir pagar a fatura restante. Vão me cobrar juros em cima de um erro que é deles, já que o app não permite que eu faça nada na minha conta. Cuidado com o golpe!",cuidado não banco confiável cancelaram minha conta uma hora pra outra sem nenhum aviso prévio justificativa estou com dinheiro retido conta sem nem mesmo conseguir pagar fatura restante vão cobrar juros cima erro que deles que app não permite que faça nada minha conta cuidado com golpe,Neutral
Tenho também me ajuda muito nas coisas de casa e dos meus recursos roxinho melhor não tem,tenho também ajuda muito nas coisas casa dos meus recursos roxinho melhor não tem,Neutral
Ontem a noite nao consegui pagar a conta em dois lugares. Infelizmente  as camadss de segurança estão  meio  problemáticas.  Em dados móveis  mru pix nao finaliza o pagamento  de jeito nenhum.,ontem noite nao consegui pagar conta dois lugares infelizmente camadss segurança estão meio problemáticas dados móveis mru pix nao finaliza pagamento jeito nenhum,Neutral
De cara ganhei um limite de 200tao obg meu Roxinho meu amor 💘,cara ganhei limite 200tao obg meu roxinho meu amor,Neutral
mernet tlgdzin,mernet tlgdzin,Neutral
"Minha conta já foi paga e minha conta foi bloqueada, pq a Nubank ainda fica ligando falando que eu fiz uma compra de mil e pouco reais sendo que nem uso mais esse cartão pq está bloqueado?",minha conta foi paga minha conta foi bloqueada nubank ainda fica ligando falando que fiz uma compra mil pouco reais sendo que nem uso mais esse cartão está bloqueado,Neutral
"@nubank ligarei amanhã(2 feira) no horário comercial,  sem falta.",nubank ligarei amanhã2 feira horário comercial sem falta,Neutral
Manda 10 aí no Pix aí pra noiz kkk,manda pix pra noiz kkk,Neutral
Como eu faço um,como faço,Neutral
🥰🥰🥰🥰🥰,nan,Neutral
"Nunbank está se recusando a me enviar os extratos bancários que eu solicitei, MESMO EU SENDO A TITULAR DA CONTA. TEREMOS QUE ENTRAR COM ACAO DE EXIBIÇÃO DE DOCUMENTOS DIANTE DA FLAGRANTE VIOLAÇÃO AO DIREITO A INFORMAÇÃO E CDC. CUIDADO AO CONTRATAR COM ELES.",nunbank está recusando enviar extratos bancários que solicitei mesmo sendo titular conta teremos que entrar com acao exibição documentos diante flagrante violação direito informação cdc cuidado contratar com eles,Neutral
💜💜💜💜💜💜💜💜💜💜💜💜,nan,Neutral
💜💜💜💜💜💜,nan,Neutral
👏👏👏👏👏,nan,Neutral
@leninhabastos.pvh ♥️♥️,leninhabastospvh,Neutral
Amo meu 💜💜💜💜,amo meu,Neutral
Roxinho maravilhoso que nos socorre sempre💜💜💜💜💜,roxinho maravilhoso que nos socorre sempre,Neutral
Vc são mot 10000000000🎉,são mot 10000000000,Neutral
Amo ❤️,amo,Neutral
❤️,nan,Neutral
Eu já tá fora do ar deve tá cancelada o meu não funciona mais,fora deve cancelada meu não funciona mais,Negative
Vocês fazem essa propaganda mas a minha esposa teve o celular roubado e os bandidos conseguiram acessar a conta Nubank dela. Receberam e fizeram transações!!!! Para de história!!!!,vocês fazem essa propaganda mas minha esposa teve celular roubado bandidos conseguiram acessar conta nubank dela receberam fizeram transações para história,Neutral
💜💜💜💜💜💜💜,nan,Neutral
O meu nunca aumenta O limite so e do 200 mas de 3 anos nunca aumenta 😫😫,meu nunca aumenta limite 200 mas anos nunca aumenta,Neutral
Fala que vai aumentar todo mês nunca aumentar nada,fala que vai aumentar todo mês nunca aumentar nada,Neutral
Aumentem meu limite,aumentem meu limite,Neutral
"Ser for uma indireta nubank, pode tirar o cavalinho da chuva kkk",ser for uma indireta nubank pode tirar cavalinho chuva kkk,Neutral
@rafael_ghidelli real kkkkk,rafael ghidelli real kkkkk,Neutral
"O atendimento chat da Nubank é inútil.  Apenas dizem que as opções são as do app. Gerência só em banco com sede física, o resto é enrolação e caça níquel.",atendimento chat nubank inútil apenas dizem que opções são app gerência banco com sede física resto enrolação caça níquel,Neutral
Ativar pra proteger meus 50 reais de limite 🤣,ativar pra proteger meus reais limite,Neutral
O cara tem teletranaporte. Esta no futuro e ainda usa fone de ouvido com fio? E microfone? Kkkk,cara tem teletranaporte esta futuro ainda usa fone ouvido com fio microfone kkkk,Neutral
@funakialexandre concordo com vc!,funakialexandre concordo com vc,Neutral
@nubank mentira. Vocês querem seus clientes superendividados. Tentei renegociação antes do vencimento e disseram que as únicas opções são as disponíveis no app.,nubank mentira vocês querem seus clientes superendividados tentei renegociação antes vencimento disseram que únicas opções são disponíveis app,Neutral
Atendimento via chat péssimo!,atendimento via chat péssimo,Neutral
☯️,nan,Neutral
Aí sim,sim,Neutral
@aniellefeldmann bota um óculos aí minha filha,aniellefeldmann bota óculos minha filha,Neutral
Que top 👏🏼👏🏼👏🏼,que top,Neutral
@studiosmonteiro 😂😂,studiosmonteiro,Neutral
"Até aqui @nubank foi comigo, espero que continue sendo... Só acho que deveriam dar mais crédito aos clientes, invés de famosos...dar oprtunide",até aqui nubank foi comigo espero que continue sendo acho que deveriam dar mais crédito aos clientes invés famososdar oprtunide,Neutral
"@renata_sbotelho da oportunidade as pessoas que pagam em dia, movimentam suas contas... Povão mesmo sabe a galera que abraçou vcs @nubank",renata sbotelho oportunidade pessoas que pagam dia movimentam suas contas povão mesmo sabe galera que abraçou vcs nubank,Neutral
Vou fazer isso 🤣,vou fazer isso,Neutral
Por um momento parecia o Dinho dos mamonas,por momento parecia dinho dos mamonas,Neutral
😍iiii876799,iiii876799,Neutral
,nan,Neutral
,nan,Neutral
Usem camisinha,usem camisinha,Neutral
Achei que era o Luan santana,achei que era luan santana,Neutral
Kkk,kkk,Neutral
Achei que era o gabiru..kkkk ex jogador do inter..kkk,achei que era gabirukkkk jogador interkkk,Neutral
Kkkkkkk,kkkkkkk,Neutral
@setimos_x tu deixa todo o teu patrimônio em cripto? Coragem,setimos x deixa todo teu patrimônio cripto coragem,Neutral
,nan,Neutral
...,nan,Neutral
.,nan,Neutral
😏,nan,Neutral
A proteção 🪛✂️🔪,proteção,Neutral
"@rayssa._.alvees até porque, após o carnaval, a vida continua e você vai precisar comprar sua fatia de um pão francês 😌🙏🏽",rayssa alvees até porque após carnaval vida continua você vai precisar comprar sua fatia pão francês,Neutral
"@r___rts somente bitcoin em auto custódia. Não só eu faço isso, mais muitos libertários, é melhor do guarda em real, e ser sodomizado pela inflação.",r   rts somente bitcoin auto custódia não faço isso mais muitos libertários melhor guarda real ser sodomizado pela inflação,Neutral
"Tomara que o ladrão quite meu empréstimo, e pague minha fatura kkkkkk",tomara que ladrão quite meu empréstimo pague minha fatura kkkkkk,Neutral
"Eu sei um modo mais eficaz.
Ficar em casa, sem cachaça, sem música escrota",sei modo mais eficaz ficar casa sem cachaça sem música escrota,Neutral
Mesma voz do Rodrigo faro,mesma voz rodrigo faro,Neutral
,nan,Neutral
Parece propaganda de camisinha,parece propaganda camisinha,Neutral
@_.vbarroso, vbarroso,Neutral
@taislimam_maria muito kkkkk tbm achei,taislimam maria muito kkkkk tbm achei,Neutral
Kkkkk,kkkkk,Neutral
"vou proteger de me msm, quando tô bebendo acho q sou rico",vou proteger msm quando bebendo acho sou rico,Neutral
@gabriel.20c Achei q fosse kakakakk Vai ver foi a intenção,gabriel20c achei fosse kakakakk vai ver foi intenção,Neutral
Eu jurei que era propaganda de camisinha,jurei que era propaganda camisinha,Neutral
Foi dois kkkk,foi dois kkkk,Neutral
Boa!!,boa,Neutral
"Eu depois do 6 corpão, me perguntando pq diabos não está dando pra fzr o Pix pro ambulante",depois corpão perguntando diabos não está dando pra fzr pix pro ambulante,Neutral
véi,véi,Neutral
@ricke_cawe três kkkkkkk,ricke cawe três kkkkkkk,Neutral
Protegido sem o celular kkkkkk,protegido sem celular kkkkkk,Neutral
De inferno já basta meu trabalho que se foda o Carnaval,inferno basta meu trabalho que foda carnaval,Neutral
"Não frequentar, e quando encontrar alguém, camisinha. Isso sim é deitar em paz",não frequentar quando encontrar alguém camisinha isso sim deitar paz,Neutral
Estou cm minha conta bloqueada se até semana q vem Elis não resolverem vou antes cm um processo,estou minha conta bloqueada até semana vem elis não resolverem vou antes processo,Neutral
Se Elis não resolverem meu problema até semana q vem irei entrar cm um processo denizacao contra eles,elis não resolverem meu problema até semana vem irei entrar processo denizacao contra eles,Neutral
Nice try diddy,nice try diddy,Neutral
@rafael_ghidelli devo 4 e tão me cobrando 48 kkkkkk e é com 3 zeros,rafael ghidelli devo tão cobrando kkkkkk com zeros,Neutral
"Meu deus, tu tá a cara do Pablo Marçal 🤦🏻‍♀️",meu deus cara pablo marçal,Neutral
@rayssa._.alvees 😂😂😂😂😂,rayssa alvees,Neutral
O melhor banco 💜💜💜💜,melhor banco,Neutral
@wellnby_2005 se o nubank te seguisse no insta não te emprestaria nem 1 real.,wellnby 2005 nubank seguisse insta não emprestaria nem real,Neutral
Recomendo que os bancos não me permitam abrir contas neles 😘,recomendo que bancos não permitam abrir contas neles,Neutral
"Vou Sair fora. Pq o governo está querendo impor um monte de regras ao Nubank, até troca de nome. App muito bom, porém, perigo da gente perder nosso dinheiro.",vou sair fora governo está querendo impor monte regras nubank até troca nome app muito bom porém perigo gente perder nosso dinheiro,Neutral
Amo o nubank 💜,amo nubank,Neutral
Já mostrando que a nubank não é mais segura tendo que ativar o modo rua a empresa devia cumprir com o que fala pq mesmo não estando na rua já houve roubo em minha família acho que a segurança devia ser maior,mostrando que nubank não mais segura tendo que ativar modo rua empresa devia cumprir com que fala mesmo não estando rua houve roubo minha família acho que segurança devia ser maior,Neutral
Interessante,interessante,Neutral
Que linha de ônibus diferente,que linha ônibus diferente,Neutral
"Colgate total 12 , 12 horas de proteção 😎👍🏻",colgate total horas proteção,Neutral
"@brunorpires moço, pergunta real: c tá ligado que ele não tá falando de linha de ônibus?",brunorpires moço pergunta real ligado que ele não falando linha ônibus,Neutral
"Sei, mas esses números aí tá igual liga de ônibus 🤣🤣🤣",sei mas esses números igual liga ônibus,Neutral
"@camilaah_alvees melhor pedir pelo suporte, pedindo pelo aplicativo as vezes dá errado e não esquece de atualizar o endereço 😅",camilaah alvees melhor pedir pelo suporte pedindo pelo aplicativo vezes errado não esquece atualizar endereço,Neutral
"Que shoooow. Gusta, tu tens que postar o making of dessa cena",que shoooow gusta tens que postar making dessa cena,Neutral
Só eu que pensei outra coisa??😂,que pensei outra coisa,Neutral
"Proteção é 99,9% do meu patrimônio, na Block Chain",proteção 999 meu patrimônio block chain,Neutral
É só não ir pro Carnaval ... Duvido você gastar sem esta lá ...,não pro carnaval  duvido você gastar sem esta ,Neutral
@souzx.088 sim,souzx088 sim,Neutral
Daria um ótimo comercial de camisinha,daria ótimo comercial camisinha,Neutral
"Alô @nubank baixem os juros do crédito para empréstimos, vocês conseguirão muito mais clientes e com certeza conseguem ajudar um número grande de pessoas",alô nubank baixem juros crédito para empréstimos vocês conseguirão muito mais clientes com certeza conseguem ajudar número grande pessoas,Neutral
E o programa de pontos? Sai quando 😊,programa pontos sai quando,Neutral
@camilaah_alvees avemaria kkkkkk tentou procurar no correio? As vezes vai pra lá qnd n chega até o endereço,camilaah alvees avemaria kkkkkk tentou procurar correio vezes vai pra qnd chega até endereço,Neutral
O cara no futuro com fone de fio kkkkkkkk,cara futuro com fone fio kkkkkkkk,Neutral
@taislimam_maria nossa eu pensei a mesma coisa kkkkk,taislimam maria nossa pensei mesma coisa kkkkk,Neutral
Ul,nan,Neutral
@matheus.alves.b futurista raiz 😂😂😂,matheusalvesb futurista raiz,Neutral
1 real pode modo protegido,real pode modo protegido,Neutral
Aí vc tenta no aplicativo fazer isso e está escondido 😅🤣👏👏👏,tenta aplicativo fazer isso está escondido,Neutral
@lilica_np pediu*,lilica np pediu,Neutral
O aplicativo  tá horrível  dando erro o tempo todo,aplicativo horrível dando erro tempo todo,Negative
Incrível,incrível,Neutral
"Paga a minha fatura, Nubank🙌🏾",paga minha fatura nubank,Neutral
Ele podia gravar com o brino ksksksks,ele podia gravar com brino ksksksks,Neutral
Boa kkk eu amo o Nubank só pq ele é roxinho 💜💜💜☺️,boa kkk amo nubank ele roxinho,Neutral
@matheus.alves.b vai ver q ainda é o único q dura mais,matheusalvesb vai ver ainda único dura mais,Neutral
Uauuu,uauuu,Neutral
Isso é muito rick and morty,isso muito rick and morty,Neutral
Ricky and Morty total kaksakskqkssk,ricky and morty total kaksakskqkssk,Neutral
Tonc,tonc,Neutral
C.,nan,Neutral
.,nan,Neutral
Pensei que era o Pablo Marsal,pensei que era pablo marsal,Neutral
"Olá! Tudo bem? 
Como vocês resolvem o problema do cliente que já se estende há mais de 1 mês? O chat do app é impossível! Estou muito frustrada com minha situação. Aguardo vocês.",olá tudo bem como vocês resolvem problema cliente que estende mais mês chat app impossível estou muito frustrada com minha situação aguardo vocês,Neutral
"Eita, o cara de Internet O Filme",eita cara internet filme,Neutral
Infelizmente nem sobra pra usar na rua kkk💔,infelizmente nem sobra pra usar rua kkk,Neutral
O repórter some igual as contas,repórter some igual contas,Neutral
@rafael_ghidelli KKKKKKK PAPORETO,rafael ghidelli kkkkkkk paporeto,Neutral
Da pra usar isso no cartão de crédito/débito também? Ou só Pix/transferência bancária?,pra usar isso cartão créditodébito também pixtransferência bancária,Neutral
"Festa,folia diversão....e depois outra pandemia... é pra lascar msm",festafolia diversãoe depois outra pandemia pra lascar msm,Neutral
Que susto! Achei que ele ia falar música e diversão do Nicolas Netto,que susto achei que ele falar música diversão nicolas netto,Neutral
,nan,Neutral
,nan,Neutral
Mim.,mim,Neutral
Propagando top. 🤣👏,propagando top,Neutral
Tô devendo 16 mil pra vocês e espero que a dívida aumente (eu não pretendo pagar) 🤭,devendo mil pra vocês espero que dívida aumente eu não pretendo pagar,Neutral
Papo de liso quando homen sai ele não sabe quanto gasta.kkkk,papo liso quando homen sai ele não sabe quanto gastakkkk,Neutral
Equipe de marketing deu aulas nessa 👏👏👏,equipe marketing deu aulas nessa,Neutral
"Enquanto isso, tome fumo na retaguarda brasileira kkk",enquanto isso tome fumo retaguarda brasileira kkk,Neutral
Quero o meu dinheiro @nubank,quero meu dinheiro nubank,Neutral
@nubank Quero o meu dinheiro,nubank quero meu dinheiro,Neutral
@nubank  Quero o meu dinheiro,nubank quero meu dinheiro,Neutral
Kkkkkkkkkk,kkkkkkkkkk,Neutral
Boa,boa,Neutral
Kkkk os pequenos demônios que agente tem em nossa cabeça um que faz o mal e outro que piora a situação,kkkk pequenos demônios que agente tem nossa cabeça que faz mal outro que piora situação,Neutral
"Vou é trabalhar, as 18 to em casa, estudar até as 20, depois academia, bebo umas geladas das 21:30 as 23 no quintal de casa e depois durmo longe dos perigos noturnos. @nubank , não tô afim de solicitar segunda via do cartão, melhor usar pra comprar a gelada pra beber em casa. Kkkkkkk. 🤜🏻🤛🏻",vou trabalhar casa estudar até 20 depois academia bebo umas geladas das 2130 quintal casa depois durmo longe dos perigos noturnos nubank não afim solicitar segunda via cartão melhor usar pra comprar gelada pra beber casa kkkkkkk,Neutral
